mature_miRNA,disease,potential_biomarker,miRNA_type,author,journal,title,year,method,description
hsa-miR-1290,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-130b,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-142-5p,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-155,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-15a,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-15b,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-16,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-181a,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-190b,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-193,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-195,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-19a,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-21,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-210,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-223,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-23a,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-25,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-301b,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-30b,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-30d*,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-34b,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-374a,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-425*,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-590-5p,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-629,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-635*,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-642,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-7,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-93,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-942,renal cell carcinoma (rcc),0,circulating,wulfken lm et al.,plos one. 6(9):e25787.,micrornas in renal cell carcinoma: diagnostic implications of serum mir-1233 levels.,2011,taqman low-density array qrt-pcr,"microrna levels are distinctly increased in cancer patients, although only a small subset of circulating micrornas has a tumor-specific origin. Authors identify circulating mir-1233 as a potential biomarker for rcc patients."
hsa-miR-206,rhabdomyosarcoma (rms),1,circulating,miyachi m et al.,biochem biophys res commun. 400(1):89-93,"circulating muscle-specific microrna, mir-206, as a potential diagnostic marker for rhabdomyosarcoma.",2010,,"authors evaluated the feasibility of using muscle-specific mirnas (mir-1, -133a, -133b and -206) as biomarkers of rms. Expression of muscle-specific mirnas, especially mir-206, was significantly higher in rms cell lines than in other tumor cell lines, as well as in rms tumor specimens. Further, serum levels of muscle-specific mirnas were significantly higher in patients with rms tumors than in patients with non-rms tumors."
hsa-miR-150,sepsis,0,circulating,Roderburg C et al.,PLoS One. 8(1):e54612.,Circulating MicroRNA-150 Serum Levels Predict Survival in Patients with Critical Illness and Sepsis.,2013,quantitative real-time pcr,"measurements of mir-150 serum concentrations revealed only slightly reduced mir-150 serum levels in critically ill patients compared to healthy controls. furthermore mir-150 levels did not significantly differ in critically ill patients with our without sepsis, indicating that mir-150 serum levels are not suitable for diagnostic establishment of sepsis."
hsa-miR-200b,serous epithelial ovarian cancer (seoc),1,circulating,Kan CW et al.,BMC Cancer. 12(1):627,Elevated levels of circulating microRNA-200 family members correlate with serous epithelial ovarian cancer.,2012,qrt-pcr,"individually, mir-200a, mir-200b and mir-200c normalized to serum volume and mir-103 were significantly higher in serum of the seoc cohort (p < 0.05; 0.05; 0.0005 respectively) and in combination, mir-200b + mir-200c normalized to serum volume and mir-103 was the best predictive classifier of seoc (roc-auc = 0.784). this predictive model (mir-200b + mir-200c) was further confirmed by leave one out cross validation (auc = 0.784)."
hsa-miR-200c,serous epithelial ovarian cancer (seoc),1,circulating,Kan CW et al.,BMC Cancer. 12(1):627,Elevated levels of circulating microRNA-200 family members correlate with serous epithelial ovarian cancer.,2012,qrt-pcr,"individually, mir-200a, mir-200b and mir-200c normalized to serum volume and mir-103 were significantly higher in serum of the seoc cohort (p < 0.05; 0.05; 0.0005 respectively) and in combination, mir-200b + mir-200c normalized to serum volume and mir-103 was the best predictive classifier of seoc (roc-auc = 0.784). this predictive model (mir-200b + mir-200c) was further confirmed by leave one out cross validation (auc = 0.784)."
hsa-miR-200a,serous epithelial ovarian cancer (seoc),0,circulating,Kan CW et al.,BMC Cancer. 12(1):627,Elevated levels of circulating microRNA-200 family members correlate with serous epithelial ovarian cancer.,2012,qrt-pcr,"individually, mir-200a, mir-200b and mir-200c normalized to serum volume and mir-103 were significantly higher in serum of the seoc cohort (p < 0.05; 0.05; 0.0005 respectively) and in combination, mir-200b + mir-200c normalized to serum volume and mir-103 was the best predictive classifier of seoc (roc-auc = 0.784). this predictive model (mir-200b + mir-200c) was further confirmed by leave one out cross validation (auc = 0.784)."
hsa-miR-21,solitary pulmonary nodules (spns),1,circulating,shen j et al.,bmc cancer. 11:374.,diagnosis of lung cancer in individuals with solitary pulmonary nodules by plasma microrna biomarkers,2011,"mirvana mirna isolation kit (ambion, austin, tx)|qrt-pcr|taqman microrna rt kit (applied biosystems, foster city, ca)","in the training set, mir-21 and mir-210 display higher plasma expression levels, whereas mir-486-5p has lower expression level in patients with malignant spns, as compared to subjects with benign spns and healthy controls"
hsa-miR-210,solitary pulmonary nodules (spns),1,circulating,shen j et al.,bmc cancer. 11:374.,diagnosis of lung cancer in individuals with solitary pulmonary nodules by plasma microrna biomarkers,2011,"mirvana mirna isolation kit (ambion, austin, tx)|qrt-pcr|taqman microrna rt kit (applied biosystems, foster city, ca)","in the training set, mir-21 and mir-210 display higher plasma expression levels, whereas mir-486-5p has lower expression level in patients with malignant spns, as compared to subjects with benign spns and healthy controls"
hsa-miR-486-5p,solitary pulmonary nodules (spns),1,circulating,shen j et al.,bmc cancer. 11:374.,diagnosis of lung cancer in individuals with solitary pulmonary nodules by plasma microrna biomarkers,2011,"mirvana mirna isolation kit (ambion, austin, tx)|qrt-pcr|taqman microrna rt kit (applied biosystems, foster city, ca)","in the training set, mir-21 and mir-210 display higher plasma expression levels, whereas mir-486-5p has lower expression level in patients with malignant spns, as compared to subjects with benign spns and healthy controls"
hsa-miR-126,solitary pulmonary nodules (spns),0,circulating,shen j et al.,bmc cancer. 11:374.,diagnosis of lung cancer in individuals with solitary pulmonary nodules by plasma microrna biomarkers,2011,"mirvana mirna isolation kit (ambion, austin, tx)|qrt-pcr|taqman microrna rt kit (applied biosystems, foster city, ca)","in the training set, mir-21 and mir-210 display higher plasma expression levels, whereas mir-486-5p has lower expression level in patients with malignant spns, as compared to subjects with benign spns and healthy controls"
hsa-miR-375,solitary pulmonary nodules (spns),0,circulating,shen j et al.,bmc cancer. 11:374.,diagnosis of lung cancer in individuals with solitary pulmonary nodules by plasma microrna biomarkers,2011,"mirvana mirna isolation kit (ambion, austin, tx)|qrt-pcr|taqman microrna rt kit (applied biosystems, foster city, ca)","in the training set, mir-21 and mir-210 display higher plasma expression levels, whereas mir-486-5p has lower expression level in patients with malignant spns, as compared to subjects with benign spns and healthy controls"
hsa-miR-1,st elevation myocardial infarction (stemi),1,circulating,gidlof o et al.,cardiology. 118(4):217-26.,"cardiospecific microrna plasma levels correlate with troponin and cardiac function in patients with st elevation myocardial infarction, are selectively dependent on renal elimination, and can be detected in urine samples.",2011,steponeplus real-time pcr system (applied biosystems),"distinct and rapid increase in levels of cardiospecific mirna in the circulation after myocardial infarction. Release of mirnas correlated with cardiomyocyte necrosis markers, the ejection fraction, and the gfr, indicating a possible role for these molecules as biomarkers for the diagnosis of stemi as well as the prediction of long-term complications."
hsa-miR-133a,st elevation myocardial infarction (stemi),1,circulating,gidlof o et al.,cardiology. 118(4):217-26.,"cardiospecific microrna plasma levels correlate with troponin and cardiac function in patients with st elevation myocardial infarction, are selectively dependent on renal elimination, and can be detected in urine samples.",2011,steponeplus real-time pcr system (applied biosystems),"distinct and rapid increase in levels of cardiospecific mirna in the circulation after myocardial infarction. Release of mirnas correlated with cardiomyocyte necrosis markers, the ejection fraction, and the gfr, indicating a possible role for these molecules as biomarkers for the diagnosis of stemi as well as the prediction of long-term complications."
hsa-miR-208b,st elevation myocardial infarction (stemi),1,circulating,gidlof o et al.,cardiology. 118(4):217-26.,"cardiospecific microrna plasma levels correlate with troponin and cardiac function in patients with st elevation myocardial infarction, are selectively dependent on renal elimination, and can be detected in urine samples.",2011,steponeplus real-time pcr system (applied biosystems),"distinct and rapid increase in levels of cardiospecific mirna in the circulation after myocardial infarction. Release of mirnas correlated with cardiomyocyte necrosis markers, the ejection fraction, and the gfr, indicating a possible role for these molecules as biomarkers for the diagnosis of stemi as well as the prediction of long-term complications."
hsa-miR-499-5p,st elevation myocardial infarction (stemi),1,circulating,gidlof o et al.,cardiology. 118(4):217-26.,"cardiospecific microrna plasma levels correlate with troponin and cardiac function in patients with st elevation myocardial infarction, are selectively dependent on renal elimination, and can be detected in urine samples.",2011,steponeplus real-time pcr system (applied biosystems),"distinct and rapid increase in levels of cardiospecific mirna in the circulation after myocardial infarction. Release of mirnas correlated with cardiomyocyte necrosis markers, the ejection fraction, and the gfr, indicating a possible role for these molecules as biomarkers for the diagnosis of stemi as well as the prediction of long-term complications."
hsa-miR-146a,sustained aerobic exercise,0,circulating,baggish al et al.,j physiol. 589(pt 16):3983-94.,dynamic regulation of circulating microrna during acute exhaustive exercise and sustained aerobic exercise training.,2011,"microrna extraction kit (benevbio, mission viejo, ca, usa)|rt-qpcr","authors sought to determine whether c-mirnas are dynamically regulated in response to acute exhaustive cycling exercise and sustained rowing exercise training using a longitudinal, repeated measures study design."
hsa-miR-222,sustained aerobic exercise,0,circulating,baggish al et al.,j physiol. 589(pt 16):3983-94.,dynamic regulation of circulating microrna during acute exhaustive exercise and sustained aerobic exercise training.,2011,"microrna extraction kit (benevbio, mission viejo, ca, usa)|rt-qpcr","authors sought to determine whether c-mirnas are dynamically regulated in response to acute exhaustive cycling exercise and sustained rowing exercise training using a longitudinal, repeated measures study design."
hsa-miR-21,sustained aerobic exercise,0,circulating,baggish al et al.,j physiol. 589(pt 16):3983-94.,dynamic regulation of circulating microrna during acute exhaustive exercise and sustained aerobic exercise training.,2011,"microrna extraction kit (benevbio, mission viejo, ca, usa)|rt-qpcr","authors sought to determine whether c-mirnas are dynamically regulated in response to acute exhaustive cycling exercise and sustained rowing exercise training using a longitudinal, repeated measures study design."
hsa-miR-221,sustained aerobic exercise,0,circulating,baggish al et al.,j physiol. 589(pt 16):3983-94.,dynamic regulation of circulating microrna during acute exhaustive exercise and sustained aerobic exercise training.,2011,"microrna extraction kit (benevbio, mission viejo, ca, usa)|rt-qpcr","authors sought to determine whether c-mirnas are dynamically regulated in response to acute exhaustive cycling exercise and sustained rowing exercise training using a longitudinal, repeated measures study design."
hsa-miR-20a,sustained aerobic exercise,0,circulating,baggish al et al.,j physiol. 589(pt 16):3983-94.,dynamic regulation of circulating microrna during acute exhaustive exercise and sustained aerobic exercise training.,2011,"microrna extraction kit (benevbio, mission viejo, ca, usa)|rt-qpcr","authors sought to determine whether c-mirnas are dynamically regulated in response to acute exhaustive cycling exercise and sustained rowing exercise training using a longitudinal, repeated measures study design."
hsa-miR-133a,sustained aerobic exercise,0,circulating,baggish al et al.,j physiol. 589(pt 16):3983-94.,dynamic regulation of circulating microrna during acute exhaustive exercise and sustained aerobic exercise training.,2011,"microrna extraction kit (benevbio, mission viejo, ca, usa)|rt-qpcr","authors sought to determine whether c-mirnas are dynamically regulated in response to acute exhaustive cycling exercise and sustained rowing exercise training using a longitudinal, repeated measures study design."
hsa-miR-210,sustained aerobic exercise,0,circulating,baggish al et al.,j physiol. 589(pt 16):3983-94.,dynamic regulation of circulating microrna during acute exhaustive exercise and sustained aerobic exercise training.,2011,"microrna extraction kit (benevbio, mission viejo, ca, usa)|rt-qpcr","authors sought to determine whether c-mirnas are dynamically regulated in response to acute exhaustive cycling exercise and sustained rowing exercise training using a longitudinal, repeated measures study design."
hsa-miR-328,sustained aerobic exercise,0,circulating,baggish al et al.,j physiol. 589(pt 16):3983-94.,dynamic regulation of circulating microrna during acute exhaustive exercise and sustained aerobic exercise training.,2011,"microrna extraction kit (benevbio, mission viejo, ca, usa)|rt-qpcr","authors sought to determine whether c-mirnas are dynamically regulated in response to acute exhaustive cycling exercise and sustained rowing exercise training using a longitudinal, repeated measures study design."
hsa-miR-141,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-192,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-192,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-200a,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-200a,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-200b,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-200c,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-200c,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-205,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-429,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-429,systemic lupus erythematosus (sle),0,circulating,wang g et al.,lupus. 20(5):493-500.,serum and urinary free microrna level in patients with systemic lupus erythematosus.,2011,,"the serum levels of mir-200a, mir-200b, mir-200c, mir-429, mir-205 and mir-192, and urinary mir-200a, mir-200c, mir-141, mir-429 and mir-192 of sle patients were lower than those of controls."
hsa-miR-423-5p,systemic right ventricle and reduced ejection fraction,0,circulating,tutarel o et al.,int j cardiol.,circulating mir-423_5p fails as a biomarker for systemic ventricular function in adults after atrial repair for transposition of the great arteries.,2011,quantitative reverse transcription pcr|master pure rna purification kit (epicentre biotechnologies)|iscript select cdna synthesis kit (bio-rad)|mirna-specific stem loop primers (applied biosystems),"levels of circulating mir-423-5p showed no difference between patients and controls. Further, there was no correlation between mir-423-5p and parameters of cardiopulmonary exercise testing or imaging findings. In patients with a systemic right ventricle and reduced ejection fraction mir-423-5p levels are not elevated. Therefore, circulating mir-423-5p is not a useful biomarker for heart failure in this patient group."
hsa-miR-1,thoracic aortic aneurysm (taa),1,circulating,Ikonomidis JS et al.,J Thorac Cardiovasc Surg. pii: S0022-5223(12)01571,Plasma biomarkers for distinguishing etiologic subtypes of thoracic aortic aneurysm disease.,2013,Quantitative PCR,significant (p < .05) differences in standardized mir-1 and mir-21 abundance between bav and tav aortic tissue samples and different tissue and plasma profiles of analyte differences from normal aorta where observed between the bav and tav groups.
hsa-miR-21,thoracic aortic aneurysm (taa),1,circulating,Ikonomidis JS et al.,J Thorac Cardiovasc Surg. pii: S0022-5223(12)01571,Plasma biomarkers for distinguishing etiologic subtypes of thoracic aortic aneurysm disease.,2013,Quantitative PCR,significant (p < .05) differences in standardized mir-1 and mir-21 abundance between bav and tav aortic tissue samples and different tissue and plasma profiles of analyte differences from normal aorta where observed between the bav and tav groups.
hsa-miR-29a,thoracic aortic aneurysm (taa),0,circulating,Ikonomidis JS et al.,J Thorac Cardiovasc Surg. pii: S0022-5223(12)01571,Plasma biomarkers for distinguishing etiologic subtypes of thoracic aortic aneurysm disease.,2013,Quantitative PCR,significant (p < .05) differences in standardized mir-1 and mir-21 abundance between bav and tav aortic tissue samples and different tissue and plasma profiles of analyte differences from normal aorta where observed between the bav and tav groups.
hsa-miR-133a,thoracic aortic aneurysm (taa),0,circulating,Ikonomidis JS et al.,J Thorac Cardiovasc Surg. pii: S0022-5223(12)01571,Plasma biomarkers for distinguishing etiologic subtypes of thoracic aortic aneurysm disease.,2013,Quantitative PCR,significant (p < .05) differences in standardized mir-1 and mir-21 abundance between bav and tav aortic tissue samples and different tissue and plasma profiles of analyte differences from normal aorta where observed between the bav and tav groups.
hsa-miR-143,thoracic aortic aneurysm (taa),0,circulating,Ikonomidis JS et al.,J Thorac Cardiovasc Surg. pii: S0022-5223(12)01571,Plasma biomarkers for distinguishing etiologic subtypes of thoracic aortic aneurysm disease.,2013,Quantitative PCR,significant (p < .05) differences in standardized mir-1 and mir-21 abundance between bav and tav aortic tissue samples and different tissue and plasma profiles of analyte differences from normal aorta where observed between the bav and tav groups.
